../../data/dataset/light/lab/lab_desk_23_img_000230.png,light,lab
../../data/dataset/light/lab/lab_desk_16_img_000270.png,light,lab
../../data/dataset/light/lab/lab_desk_16_img_000030.png,light,lab
../../data/dataset/light/lab/lab_bs_cnt_0_img_000030.png,light,lab
../../data/dataset/light/lab/lab_desk_24_img_000690.png,light,lab
../../data/dataset/light/lab/lab_desk_3_img_000180.png,light,lab
../../data/dataset/light/lab/lab_desk_9_img_000170.png,light,lab
../../data/dataset/light/lab/lab_corner_1_img_000220.png,light,lab
../../data/dataset/light/lab/lab_table_0_img_000030.png,light,lab
../../data/dataset/light/lab/lab_table_21_img_000130.png,light,lab
../../data/dataset/light/lab/lab_corner_0_img_000030.png,light,lab
../../data/dataset/light/lab/lab_desk_table_3_img_000340.png,light,lab
../../data/dataset/light/lab/lab_table_2_img_000170.png,light,lab
../../data/dataset/light/lab/lab_desk_16_img_000110.png,light,lab
../../data/dataset/light/lab/lab_printer_0_img_000100.png,light,lab
../../data/dataset/light/lab/lab_desk_13_img_000240.png,light,lab
../../data/dataset/light/lab/lab_table_12_img_000120.png,light,lab
../../data/dataset/light/lab/lab_desk_10_img_000190.png,light,lab
../../data/dataset/light/lab/lab_corner_0_img_000100.png,light,lab
../../data/dataset/light/lab/lab_desk_13_img_000300.png,light,lab
../../data/dataset/light/lab/lab_table_6_img_000210.png,light,lab
../../data/dataset/light/lab/lab_table_9_img_000170.png,light,lab
../../data/dataset/light/lab/lab_wb_cnt_0_img_000020.png,light,lab
../../data/dataset/light/lab/lab_desk_6_img_000160.png,light,lab
../../data/dataset/light/lab/lab_desk_17_img_000040.png,light,lab
../../data/dataset/light/lab/lab_desk_15_img_000250.png,light,lab
../../data/dataset/light/lab/lab_table_19_img_000190.png,light,lab
../../data/dataset/light/lab/lab_desk_0_img_000030.png,light,lab
../../data/dataset/light/lab/lab_desk_16_img_000120.png,light,lab
../../data/dataset/light/lab/lab_desk_11_img_000220.png,light,lab
../../data/dataset/light/lab/lab_bs_cnt_0_img_000150.png,light,lab
../../data/dataset/light/lab/lab_desk_4_img_000290.png,light,lab
../../data/dataset/light/lab/lab_desk_table_0_img_000110.png,light,lab
../../data/dataset/light/lab/lab_corner_1_img_000230.png,light,lab
../../data/dataset/light/lab/lab_desk_11_img_000280.png,light,lab
../../data/dataset/light/lab/lab_desk_0_img_000110.png,light,lab
../../data/dataset/light/lab/lab_desk_9_img_000100.png,light,lab
../../data/dataset/light/lab/lab_table_10_img_000240.png,light,lab
../../data/dataset/light/lab/lab_table_4_img_000040.png,light,lab
../../data/dataset/light/lab/lab_desk_9_img_000020.png,light,lab
../../data/dataset/light/lab/lab_table_8_img_000000.png,light,lab
../../data/dataset/light/lab/lab_desk_19_img_000230.png,light,lab
../../data/dataset/light/lab/lab_desk_22_img_000210.png,light,lab
../../data/dataset/light/lab/lab_desk_table_2_img_000250.png,light,lab
../../data/dataset/light/lab/lab_table_2_img_000140.png,light,lab
../../data/dataset/light/lab/lab_wb_ent_0_img_000030.png,light,lab
../../data/dataset/light/lab/lab_desk_table_3_img_000240.png,light,lab
../../data/dataset/light/lab/lab_desk_14_img_000310.png,light,lab
../../data/dataset/light/lab/lab_desk_24_img_000780.png,light,lab
../../data/dataset/light/lab/lab_table_18_img_000180.png,light,lab
../../data/dataset/light/lab/lab_desk_8_img_000120.png,light,lab
../../data/dataset/light/lab/lab_desk_7_img_000210.png,light,lab
../../data/dataset/light/lab/lab_table_21_img_000220.png,light,lab
../../data/dataset/light/lab/lab_table_10_img_000160.png,light,lab
../../data/dataset/light/professorroom/professorroom_0_img_000732.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000513.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000465.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000828.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000372.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000171.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000276.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000684.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000969.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000492.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000078.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_001065.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000756.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000564.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000750.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000531.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000924.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000708.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000777.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000420.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000075.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000876.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000081.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000225.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000927.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000561.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000129.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000324.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_001062.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000780.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000897.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000000.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000342.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000201.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000273.png,light,professorroom
../../data/dataset/light/professorroom/professorroom_0_img_000006.png,light,professorroom
